0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,0,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
1,1,A
2,1,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,2,A
1,2,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
1,1,A
1,1,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,2,A
1,2,A
1,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,2,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,1,A
3,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
1,1,A
2,1,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
1,1,A
1,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,2,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,2,A
1,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,2,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,2,A
1,2,A
1,2,A
1,2,A
1,1,A
1,1,A
1,1,A
1,1,A
1,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,1,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,2,A
1,2,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,1,A
2,1,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,2,A
1,2,A
1,2,A
1,2,A
1,2,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,2,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,1,A
1,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
1,1,A
2,1,A
2,1,A
2,1,A
2,2,A
2,2,A
2,2,A
2,2,A
2,2,A
1,2,A
1,2,A
1,2,A
1,2,A
1,2,A
1,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,1,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
1,1,A
1,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
1,1,A
1,1,A
2,1,A
2,1,A
2,2,A
2,2,A
2,2,A
2,2,A
3,2,A
3,2,A
3,2,A
3,2,A
1,2,A
1,2,A
1,2,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
0,1,A
